rowID,playerID,gameID,game_date,away,opp,game_result,passYDS,passTD,passINT,rushYDS,rushTD,rec,recYDS,recTD,krtd,prtd,passBonus,rushBonus,recBonus,fpts
200,13,8,2000-10-22,0,ARI,W 48-7,154,2,0,0,0,0,0,0,0,0,0,0,0,14.16
201,13,9,1992-12-21,1,ATL,W 41-17,239,3,0,0,0,0,0,0,0,0,0,0,0,21.56
202,13,10,1991-09-15,0,PHI,L 0-24,112,0,3,0,0,1,-6,0,0,0,0,0,0,1.88
203,13,11,1994-10-09,0,ARI,W 38-3,231,2,0,5,0,0,0,0,0,0,0,0,0,17.74
204,13,12,1993-12-26,0,WAS,W 38-3,193,2,0,1,0,0,0,0,0,0,0,0,0,15.82
205,13,13,1996-10-20,0,ATL,W 32-28,265,2,0,0,0,0,0,0,0,0,0,0,0,18.6
206,13,14,1990-10-14,1,PHO,L 3-20,61,0,2,6,0,0,0,0,0,0,0,0,0,1.04
207,13,15,1997-08-31,1,PIT,W 37-7,295,4,0,0,0,0,0,0,0,0,0,0,0,27.8
208,13,16,1999-09-20,0,ATL,W 24-7,109,0,2,2,0,0,0,0,0,0,0,0,0,2.56
209,14,1,1967-10-08,0,MIA,W 41-0,250,5,0,6,0,0,0,0,0,0,0,0,0,30.6
210,14,2,1967-11-23,0,OAK,L 22-44,130,1,4,0,0,0,0,0,0,0,0,0,0,5.2
211,14,3,1963-11-08,0,OAK,L 7-22,49,0,2,25,0,0,0,0,0,0,0,0,0,2.46
212,14,4,1967-10-29,0,DEN,W 52-9,222,3,0,5,0,0,0,0,0,0,0,0,0,21.38
213,14,5,1963-09-07,1,DEN,W 59-7,278,4,0,0,0,0,0,0,0,0,0,0,0,27.12
214,14,6,1968-09-28,1,MIA,W 48-3,205,3,0,3,0,0,0,0,0,0,0,0,0,20.5
215,14,7,1963-10-06,0,HOU,W 28-7,225,4,0,12,0,0,0,0,0,0,0,0,0,26.2
216,14,8,1973-10-29,1,BUF,L 14-23,26,0,2,0,0,0,0,0,0,0,0,0,0,-0.96
217,14,9,1966-09-11,1,BUF,W 42-20,129,2,0,0,0,0,0,0,0,0,0,0,0,13.16
218,14,10,1964-09-27,1,OAK,W 21-9,189,2,0,-1,1,6,0,0,0,0,0,0,0,27.46
219,14,11,1970-10-04,1,DEN,L 13-26,109,0,3,0,0,0,0,0,0,0,0,0,0,1.36
220,14,12,1964-11-08,0,OAK,W 42-7,222,4,0,12,0,0,0,0,0,0,0,0,0,26.08
221,14,13,1970-11-22,0,STL,T 6-6,38,0,2,13,0,0,0,0,0,0,0,0,0,0.82
222,14,14,1974-09-15,0,NYJ,W 24-16,119,0,2,16,0,0,0,0,0,0,0,0,0,4.36
223,14,15,1970-11-15,1,PIT,W 31-14,257,3,1,21,0,0,0,0,0,0,0,0,0,23.38
224,14,16,1965-11-28,0,HOU,W 52-21,211,3,0,5,1,6,0,0,0,0,0,0,0,32.94
225,15,1,1984-09-02,1,MIN,W 42-13,292,2,0,0,0,0,0,0,0,0,0,0,0,19.68
226,15,2,1974-11-24,1,GNB,L 0-34,17,0,1,0,0,0,0,0,0,0,0,0,0,-0.32
227,15,3,1973-10-21,0,ATL,L 0-41,99,0,4,0,0,0,0,0,0,0,0,0,0,-0.04
228,15,4,1976-09-26,0,STL,W 43-24,259,4,0,4,0,0,0,0,0,0,0,0,0,26.76
229,15,5,1982-12-11,1,SFO,W 41-37,444,5,0,-2,0,0,0,0,0,0,3,0,0,40.56
230,15,6,1977-12-04,0,CLE,W 37-14,237,3,0,11,0,0,0,0,0,0,0,0,0,22.58
231,15,7,1980-11-30,0,PHI,W 22-21,342,2,0,-5,0,0,0,0,0,0,3,0,0,24.18
232,15,8,1975-10-05,0,OAK,L 0-6,29,0,2,37,0,0,0,0,0,0,0,0,0,2.86
233,15,9,1980-09-07,1,SEA,W 34-13,230,4,0,3,0,0,0,0,0,0,0,0,0,25.5
234,15,10,1985-09-29,0,CLE,L 7-21,82,1,0,0,0,0,0,0,0,0,0,0,0,7.28
235,15,11,1976-12-12,1,OAK,L 0-24,82,0,2,0,0,0,0,0,0,0,0,0,0,1.28
236,15,12,1979-10-14,0,SEA,W 20-10,318,3,0,-2,0,0,0,0,0,0,3,0,0,27.52
237,15,13,1974-10-06,0,PHI,L 7-13,134,1,3,0,0,0,0,0,0,0,0,0,0,6.36
238,15,14,1973-11-04,0,KAN,L 0-19,128,0,3,0,0,0,0,0,0,0,0,0,0,2.12
239,15,15,1976-10-17,0,HOU,W 30-27,279,2,0,0,0,0,0,0,0,0,0,0,0,19.16
240,15,16,1981-09-07,1,CLE,W 44-14,330,3,0,9,0,0,0,0,0,0,3,0,0,29.1
241,16,1,1998-11-22,0,OAK,W 40-14,197,3,0,2,0,1,14,0,0,0,0,0,0,22.48
242,16,2,1993-11-07,1,CLE,W 29-14,244,3,0,7,0,0,0,0,0,0,0,0,0,22.46
243,16,3,1983-09-04,1,PIT,W 14-10,14,0,1,0,0,0,0,0,0,0,0,0,0,-0.44
244,16,4,1983-12-18,1,KAN,L 17-48,143,0,4,11,0,0,0,0,0,0,0,0,0,2.82
245,16,5,1990-11-04,1,MIN,L 22-27,88,1,0,16,0,0,0,0,0,0,0,0,0,9.12
246,16,6,1998-12-27,0,SEA,W 28-21,338,4,0,8,0,0,0,0,0,0,3,0,0,33.32
